"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149 / 주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-02-01 ~ 2024-02-29"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"450","부산광역시 동래구 명륜동","533-229","0533","0229","동래롯데캐슬퀸","84.9854","202402","13","        61,800","-","17","개인","개인","2020","온천천로 165","-","중개거래","부산 동래구","-"
"451","부산광역시 동래구 명륜동","618-5","0618","0005","천일스카이원","48.8786","202402","03","        24,000","-","10","개인","개인","2018","명륜로 151","-","중개거래","부산 동래구","-"
"452","부산광역시 동래구 명륜동","752","0752","0000","명륜동SK-VIEW","84.5011","202402","24","        40,500","-","4","개인","개인","2006","명륜로236번길 9","-","중개거래","부산 동래구","-"
"453","부산광역시 동래구 명륜동","753","0753","0000","쌍용예가","119.2408","202402","07","        79,000","-","12","법인","개인","2007","동래로 53","-","중개거래","부산 동래구","-"
"454","부산광역시 동래구 명륜동","756-1","0756","0001","동래센트럴파크하이츠2차","183.6829","202402","06","       108,500","-","7","개인","개인","2010","문화로 33","-","중개거래","부산 동래구","-"
"455","부산광역시 동래구 명륜동","757","0757","0000","명륜아이파크1단지","84.9194","202402","03","        70,000","-","22","개인","개인","2013","명륜로 170","-","중개거래","부산 동래구 부산 부산진구","-"
"456","부산광역시 동래구 명륜동","757","0757","0000","명륜아이파크1단지","62.6360","202402","27","        58,000","-","19","개인","개인","2013","명륜로 170","-","중개거래","부산 동래구","-"
"457","부산광역시 동래구 명륜동","757","0757","0000","명륜아이파크1단지","62.6360","202402","06","        52,000","-","2","개인","개인","2013","명륜로 170","-","중개거래","부산 동래구","-"
"458","부산광역시 동래구 명륜동","757","0757","0000","명륜아이파크1단지","84.9949","202402","03","        69,300","-","14","개인","개인","2013","명륜로 170","-","중개거래","부산 연제구","-"
"459","부산광역시 동래구 명륜동","757","0757","0000","명륜아이파크1단지","84.9970","202402","29","        69,500","-","8","개인","개인","2013","명륜로 170","-","중개거래","부산 동래구","-"
"460","부산광역시 동래구 명륜동","782","0782","0000","명륜2차아이파크1단지","59.9038","202402","06","        46,000","-","6","개인","개인","2015","시실로 49","-","중개거래","부산 동래구","-"
"461","부산광역시 동래구 명륜동","782","0782","0000","명륜2차아이파크1단지","59.9038","202402","08","        48,500","-","9","개인","개인","2015","시실로 49","-","중개거래","부산 동래구","-"
"462","부산광역시 동래구 명륜동","782","0782","0000","명륜2차아이파크1단지","84.9708","202402","06","        63,000","-","23","개인","개인","2015","시실로 49","-","중개거래","부산 동래구","-"
"463","부산광역시 동래구 명륜동","782","0782","0000","명륜2차아이파크1단지","84.9138","202402","18","        62,000","-","30","개인","개인","2015","시실로 49","-","중개거래","부산 동래구","-"
"464","부산광역시 동래구 명륜동","795","0795","0000","명륜동힐스테이트","84.9773","202402","03","        65,500","-","18","개인","개인","2018","명륜로 222","-","중개거래","부산 동래구","-"
"465","부산광역시 동래구 명륜동","796","0796","0000","명륜자이","59.8812","202402","26","        60,000","-","2","개인","개인","2019","명륜로139번길 22","-","중개거래","부산 동래구","-"
"466","부산광역시 동래구 명륜동","796","0796","0000","명륜자이","59.8812","202402","01","        62,850","-","21","개인","개인","2019","명륜로139번길 22","-","중개거래","부산 동래구","-"
"467","부산광역시 동래구 명륜동","796","0796","0000","명륜자이","84.9348","202402","20","        83,000","-","3","개인","개인","2019","명륜로139번길 22","-","직거래","-","-"
"468","부산광역시 동래구 온천동","161-1","0161","0001","SK허브올리브","53.2900","202402","19","        17,900","-","18","개인","개인","2006","금강공원로 2","-","직거래","-","-"
"469","부산광역시 동래구 온천동","161-1","0161","0001","SK허브올리브","53.2900","202402","02","        19,800","-","8","개인","개인","2006","금강공원로 2","-","중개거래","부산 동래구","24.02.05"
"470","부산광역시 동래구 온천동","172-35","0172","0035","협성스카이라인80","27.7400","202402","17","         7,000","-","5","개인","개인","2004","중앙대로1473번길 14-12","-","중개거래","부산 동래구","-"
"471","부산광역시 동래구 온천동","172-35","0172","0035","협성스카이라인80","27.7400","202402","17","         7,500","-","5","개인","개인","2004","중앙대로1473번길 14-12","-","중개거래","부산 동래구","-"
"472","부산광역시 동래구 온천동","178-7","0178","0007","벽산아스타","119.9320","202402","03","        58,500","-","7","개인","개인","2008","중앙대로1473번길 13","-","중개거래","부산 동래구","-"
"473","부산광역시 동래구 온천동","178-7","0178","0007","벽산아스타","136.8960","202402","01","        84,000","-","15","개인","개인","2008","중앙대로1473번길 13","-","중개거래","부산 동래구","-"
"474","부산광역시 동래구 온천동","178-7","0178","0007","벽산아스타","84.8150","202402","19","        45,000","-","7","개인","개인","2008","중앙대로1473번길 13","-","중개거래","부산 동래구","-"
"475","부산광역시 동래구 온천동","189-112","0189","0112","일성아이앤유","55.8400","202402","22","        21,500","-","4","개인","개인","2014","차밭골로24번길 24","-","중개거래","부산 동래구","-"
"476","부산광역시 동래구 온천동","397-6","0397","0006","삼익","44.8600","202402","23","        44,000","-","1","개인","개인","1978","금강로 28","-","직거래","-","-"
"477","부산광역시 동래구 온천동","440-24","0440","0024","동백그린숲","47.4220","202402","06","        17,000","-","9","개인","개인","2018","금강로 80-3","-","중개거래","부산 동래구","-"
"478","부산광역시 동래구 온천동","477-5","0477","0005","동래퀸즈W","59.9906","202402","22","        29,000","-","4","개인","개인","2015","동래로 9","-","중개거래","부산 동래구","-"
"479","부산광역시 동래구 온천동","477-5","0477","0005","동래퀸즈W","49.7089","202402","24","        16,900","-","11","개인","개인","2015","동래로 9","-","중개거래","부산 동래구","-"
"480","부산광역시 동래구 온천동","707","0707","0000","동래럭키","132.4900","202402","24","       110,000","-","12","개인","개인","1983","충렬대로107번길 54","-","중개거래","부산 동래구","-"
"481","부산광역시 동래구 온천동","758-12","0758","0012","동래SKVIEW","84.7556","202402","17","        59,000","-","19","개인","개인","2006","중앙대로1381번길 52","-","중개거래","부산 동래구","-"
"482","부산광역시 동래구 온천동","1186-34","1186","0034","그린힐타운A동","123.2600","202402","03","        30,000","-","8","개인","개인","2002","쇠미로 189-11","-","중개거래","부산 동래구","-"
"483","부산광역시 동래구 온천동","1424-12","1424","0012","더리체","81.6067","202402","28","        29,700","-","14","개인","개인","2014","미남로 134","-","중개거래","부산 동래구","-"
"484","부산광역시 동래구 온천동","1457-1","1457","0001","동래대우","84.9673","202402","16","        42,000","-","8","개인","개인","2002","충렬대로140번길 32","-","중개거래","경남 창녕군","-"
"485","부산광역시 동래구 온천동","1457-1","1457","0001","동래대우","84.9673","202402","05","        42,500","-","15","개인","개인","2002","충렬대로140번길 41","-","중개거래","부산 동래구","-"
"486","부산광역시 동래구 온천동","1654","1654","0000","삼정그린코아","84.9600","202402","17","        21,200","-","9","개인","개인","2003","쇠미로129번길 91","20240219","중개거래","부산 동래구","-"
"487","부산광역시 동래구 온천동","1654","1654","0000","삼정그린코아","84.9600","202402","17","        21,200","-","9","개인","개인","2003","쇠미로129번길 91","-","중개거래","부산 동래구","-"
"488","부산광역시 동래구 온천동","1654","1654","0000","삼정그린코아","69.8700","202402","29","        16,000","-","15","개인","개인","2003","쇠미로129번길 91","-","중개거래","부산 동래구","-"
"489","부산광역시 동래구 온천동","1680","1680","0000","동부현대","59.7550","202402","16","        12,400","-","14","개인","개인","1995","쇠미로129번길 86","-","중개거래","부산 동래구","-"
"490","부산광역시 동래구 온천동","1833","1833","0000","동래삼정그린코아포레스트","84.6791","202402","24","        48,000","-","19","개인","개인","2018","쇠미로 153","-","중개거래","부산 동래구","-"
"491","부산광역시 동래구 온천동","1834","1834","0000","동래지웰","59.9664","202402","03","        32,000","-","25","개인","개인","2018","쇠미로 197","-","중개거래","부산 동래구","-"
"492","부산광역시 동래구 온천동","1838","1838","0000","동래효성해링턴플레이스","105.3159","202402","03","        73,500","-","41","개인","개인","2019","아시아드대로255번길 14","-","중개거래","부산 동래구","-"
"493","부산광역시 동래구 온천동","1838","1838","0000","동래효성해링턴플레이스","84.6112","202402","02","        58,500","-","19","개인","개인","2019","아시아드대로255번길 14","-","중개거래","부산 동래구","-"
"494","부산광역시 동래구 온천동","1838","1838","0000","동래효성해링턴플레이스","84.3751","202402","16","        56,900","-","38","개인","개인","2019","아시아드대로255번길 14","-","중개거래","부산 동래구","-"
"495","부산광역시 동래구 온천동","1841","1841","0000","두비앙에코힐아파트","71.5626","202402","06","        26,800","-","5","개인","개인","2019","쇠미로121번길 91","-","중개거래","부산 동래구","-"
"496","부산광역시 동래구 온천동","1842","1842","0000","온천삼정그린코아더베스트","84.8128","202402","24","        49,000","-","23","개인","개인","2019","중앙대로1493번길 16","-","중개거래","부산 동래구","-"
"497","부산광역시 동래구 온천동","1846","1846","0000","e편한세상동래아시아드","49.9839","202402","26","        37,800","-","15","개인","개인","2020","아시아드대로 202","-","중개거래","부산 동래구","-"
"498","부산광역시 동래구 온천동","1846","1846","0000","e편한세상동래아시아드","49.9839","202402","06","        38,000","-","29","개인","개인","2020","아시아드대로 202","-","중개거래","부산 동래구","-"
"499","부산광역시 동래구 온천동","1846","1846","0000","e편한세상동래아시아드","59.9871","202402","25","        53,700","-","7","개인","개인","2020","아시아드대로 202","-","중개거래","부산 동래구","-"
"500","부산광역시 동래구 온천동","1846","1846","0000","e편한세상동래아시아드","59.9871","202402","22","        53,450","-","8","개인","개인","2020","아시아드대로 202","-","중개거래","부산 부산진구","-"
"501","부산광역시 동래구 온천동","1846","1846","0000","e편한세상동래아시아드","84.9754","202402","28","        70,000","-","22","개인","개인","2020","아시아드대로 202","-","중개거래","부산 동래구","-"
"502","부산광역시 동래구 온천동","1850","1850","0000","동래3차SKVIEW","84.8810","202402","05","        41,000","-","3","개인","개인","2021","온천장로65번길 9","-","직거래","-","-"
"503","부산광역시 동래구 온천동","1850","1850","0000","동래3차SKVIEW","84.8810","202402","07","        53,000","-","29","개인","개인","2021","온천장로65번길 9","-","직거래","-","-"
"504","부산광역시 동래구 온천동","1850","1850","0000","동래3차SKVIEW","84.8160","202402","01","        59,000","-","35","개인","개인","2021","온천장로65번길 9","-","중개거래","부산 부산진구","-"
"505","부산광역시 동래구 온천동","1850","1850","0000","동래3차SKVIEW","84.8160","202402","03","        52,000","-","18","개인","개인","2021","온천장로65번길 9","-","중개거래","부산 동래구","-"
"506","부산광역시 동래구 온천동","1850","1850","0000","동래3차SKVIEW","84.8810","202402","13","        61,000","-","30","개인","개인","2021","온천장로65번길 9","-","중개거래","부산 동래구","-"
"507","부산광역시 동래구 온천동","1850","1850","0000","동래3차SKVIEW","84.8810","202402","02","        53,000","104동","35","개인","개인","2021","온천장로65번길 9","-","직거래","-","24.02.05"
"508","부산광역시 동래구 온천동","1850","1850","0000","동래3차SKVIEW","84.8730","202402","24","        56,000","-","4","개인","개인","2021","온천장로65번길 9","-","중개거래","부산 동래구","-"
"509","부산광역시 동래구 온천동","1850","1850","0000","동래3차SKVIEW","59.9770","202402","26","        42,000","-","28","개인","개인","2021","온천장로65번길 9","-","중개거래","부산 동래구","-"
"510","부산광역시 동래구 온천동","1850","1850","0000","동래3차SKVIEW","84.8730","202402","21","        56,500","-","32","개인","개인","2021","온천장로65번길 9","-","중개거래","부산 동래구","-"
"511","부산광역시 동래구 온천동","1853","1853","0000","동래래미안아이파크","59.9865","202402","22","        59,500","-","19","개인","개인","2022","금정마을로 147","-","중개거래","부산 동래구","-"
"512","부산광역시 동래구 온천동","1853","1853","0000","동래래미안아이파크","75.9563","202402","20","        80,000","-","22","개인","개인","2022","금정마을로 150","-","중개거래","부산 동래구","-"
"513","부산광역시 동래구 온천동","1853","1853","0000","동래래미안아이파크","84.9856","202402","02","        88,300","-","26","개인","개인","2022","금정마을로 150","-","중개거래","부산 동래구","-"
"514","부산광역시 동래구 온천동","1853","1853","0000","동래래미안아이파크","84.9928","202402","13","        60,000","-","31","개인","개인","2022","금정마을로 150","-","직거래","-","-"
"515","부산광역시 동래구 온천동","1853","1853","0000","동래래미안아이파크","84.9856","202402","20","        89,800","-","24","개인","개인","2022","금정마을로 150","-","중개거래","부산 동래구","-"
"516","부산광역시 동래구 온천동","1853","1853","0000","동래래미안아이파크","75.5206","202402","03","        78,400","-","23","개인","개인","2022","충렬대로107번길 65","-","중개거래","부산 동래구","-"
"517","부산광역시 동래구 온천동","1853","1853","0000","동래래미안아이파크","84.9856","202402","15","        87,500","-","2","개인","개인","2022","충렬대로107번길 65","-","중개거래","부산 동래구","-"
"518","부산광역시 동래구 사직동","597","0597","0000","한신","59.8000","202402","02","        17,700","-","8","개인","개인","1999","쇠미로81번길 33","-","중개거래","부산 동래구","-"
"519","부산광역시 동래구 사직동","601-3","0601","0003","해운","53.0550","202402","08","        14,000","-","4","개인","개인","1984","쇠미로71번길 5","-","중개거래","부산 동래구","-"
"520","부산광역시 동래구 사직동","632-94","0632","0094","유원","122.6400","202402","19","        20,500","-","9","개인","개인","1992","쇠미로119번길 85","-","중개거래","부산 동래구","-"
"521","부산광역시 동래구 사직동","981-100","0981","0100","삼정그린코아","59.7300","202402","06","        20,000","-","12","개인","개인","1998","쇠미로 37","-","중개거래","부산 동래구","-"
"522","부산광역시 동래구 사직동","981-100","0981","0100","삼정그린코아","116.2400","202402","21","        34,600","-","3","개인","개인","1998","쇠미로 37","-","중개거래","부산 동래구","-"
"523","부산광역시 동래구 사직동","981-100","0981","0100","삼정그린코아","59.7600","202402","20","        22,000","-","12","개인","개인","1998","쇠미로 37","-","중개거래","부산 동래구","-"
"524","부산광역시 동래구 사직동","1017","1017","0000","사직쌍용예가","59.9370","202402","07","        32,000","-","5","개인","개인","2006","사직로 80","-","중개거래","부산 동래구","-"
"525","부산광역시 동래구 사직동","1017","1017","0000","사직쌍용예가","84.9650","202402","03","        45,000","-","7","개인","개인","2006","사직로 80","-","중개거래","부산 동래구","-"
"526","부산광역시 동래구 사직동","1019","1019","0000","삼환나우빌","77.5804","202402","13","        33,000","-","1","개인","개인","2010","쇠미로 72","-","중개거래","부산 동래구","-"
"527","부산광역시 동래구 사직동","1022","1022","0000","사직KCC스위첸1단지","98.5852","202402","05","        73,000","-","13","개인","개인","2016","사직북로 64","-","중개거래","부산 동래구","-"
"528","부산광역시 동래구 사직동","1028","1028","0000","사직KCC스위첸2단지","84.9859","202402","03","        63,300","-","12","개인","개인","2016","사직북로 64","-","중개거래","부산 동래구","-"
"529","부산광역시 동래구 사직동","1028","1028","0000","사직KCC스위첸2단지","84.9921","202402","14","        63,400","-","15","개인","개인","2016","사직북로 64","-","중개거래","부산 동래구","-"
"530","부산광역시 동래구 사직동","1028","1028","0000","사직KCC스위첸2단지","84.9086","202402","21","        64,000","-","25","개인","개인","2016","사직북로 64","-","직거래","-","-"
"531","부산광역시 동래구 사직동","1028","1028","0000","사직KCC스위첸2단지","84.9921","202402","02","        60,000","-","13","개인","개인","2016","사직북로 64","-","중개거래","부산 동래구","-"
"532","부산광역시 동래구 사직동","1039","1039","0000","사직역삼정그린코아더베스트1차","84.9251","202402","14","        67,300","-","10","개인","개인","2016","사직로 8","-","중개거래","부산 동래구","-"
"533","부산광역시 동래구 사직동","1039","1039","0000","사직역삼정그린코아더베스트1차","84.9251","202402","24","        67,800","-","14","개인","개인","2016","사직로 8","-","중개거래","부산 동래구","-"
"534","부산광역시 동래구 사직동","1041","1041","0000","사직롯데캐슬더클래식","59.9024","202402","16","        69,500","-","18","개인","개인","2017","아시아드대로146번길 1","-","중개거래","부산 동래구","-"
"535","부산광역시 동래구 사직동","1055","1055","0000","사직역삼정그린코아더베스트2차","81.8700","202402","24","        71,000","-","14","개인","개인","2018","사직로 16","-","중개거래","부산 동래구","-"
"536","부산광역시 동래구 사직동","1055","1055","0000","사직역삼정그린코아더베스트2차","81.8700","202402","05","        69,000","-","7","개인","개인","2018","사직로 16","-","중개거래","부산 동래구","-"
"537","부산광역시 동래구 사직동","1058","1058","0000","쌍용더플래티넘사직아시아드아파트","84.9366","202402","17","        87,000","-","16","개인","개인","2020","아시아드대로134번길 14","-","중개거래","부산 동래구","-"
"538","부산광역시 동래구 사직동","1058","1058","0000","쌍용더플래티넘사직아시아드아파트","69.1821","202402","19","        74,000","-","4","개인","개인","2020","아시아드대로134번길 14","-","중개거래","부산 동래구","-"
"539","부산광역시 동래구 사직동","1058","1058","0000","쌍용더플래티넘사직아시아드아파트","59.9481","202402","03","        69,000","-","39","개인","개인","2020","아시아드대로134번길 14","-","중개거래","부산 동래구","-"
"540","부산광역시 남구 대연동","93-3","0093","0003","부산대연동푸르지오","160.3300","202402","08","       100,000","-","18","개인","개인","2005","수영로325번길 12","-","중개거래","부산 남구","-"
"541","부산광역시 남구 대연동","245-137","0245","0137","신원","134.9800","202402","15","        27,200","-","6","개인","개인","2000","황령대로319번가길 158-30","-","중개거래","부산 남구","-"
"542","부산광역시 남구 대연동","252-1","0252","0001","경동메르빌","84.9227","202402","21","        27,800","-","16","개인","개인","2005","황령대로319번길 26","-","중개거래","부산 남구","-"
"543","부산광역시 남구 대연동","255-1","0255","0001","장백장미타워1","122.0400","202402","04","        31,000","-","24","개인","개인","1996","황령대로319번길 120","-","중개거래","부산 남구","-"
"544","부산광역시 남구 대연동","255-9","0255","0009","장백","77.6100","202402","14","        28,700","-","12","개인","개인","2005","황령대로319번길 110","-","직거래","-","-"
"545","부산광역시 남구 대연동","282-1","0282","0001","대연극동StarClass","59.7300","202402","16","        23,500","-","7","개인","개인","2002","진남로36번길 50","-","직거래","-","-"
"546","부산광역시 남구 대연동","323-6","0323","0006","대연동원","84.9777","202402","08","        43,500","-","19","개인","개인","2002","수영로267번길 20","-","중개거래","부산 남구","-"
"547","부산광역시 남구 대연동","384-26","0384","0026","벽산e-솔렌스힐","16.6503","202402","13","         9,150","-","12","개인","개인","2015","수영로 283","-","중개거래","부산 남구","-"
"548","부산광역시 남구 대연동","1773-1","1773","0001","대연동에스케이뷰","78.5010","202402","06","        29,500","-","2","개인","개인","2007","진남로 159","-","중개거래","부산 남구","-"
"549","부산광역시 남구 대연동","1858","1858","0000","대연힐스테이트푸르지오","102.3800","202402","05","       112,000","-","16","개인","개인","2013","수영로 345","-","중개거래","부산 남구","-"
"550","부산광역시 남구 대연동","1858","1858","0000","대연힐스테이트푸르지오","84.3600","202402","13","        84,000","-","22","개인","개인","2013","수영로 345","-","중개거래","부산 남구","-"
"551","부산광역시 남구 대연동","1858","1858","0000","대연힐스테이트푸르지오","84.9200","202402","02","        78,500","-","11","개인","개인","2013","수영로 345","-","중개거래","부산 남구","-"
"552","부산광역시 남구 대연동","1858","1858","0000","대연힐스테이트푸르지오","84.3600","202402","03","        85,000","-","27","개인","개인","2013","수영로 345","-","중개거래","부산 남구","-"
"553","부산광역시 남구 대연동","1858","1858","0000","대연힐스테이트푸르지오","99.5100","202402","06","        86,500","-","23","개인","개인","2013","수영로 345","-","중개거래","부산 남구","-"
"554","부산광역시 남구 대연동","1858","1858","0000","대연힐스테이트푸르지오","59.9900","202402","02","        64,000","-","8","개인","개인","2013","수영로 345","-","중개거래","부산 남구","-"
"555","부산광역시 남구 대연동","1858","1858","0000","대연힐스테이트푸르지오","96.1500","202402","05","        89,000","-","11","개인","개인","2013","수영로 345","-","중개거래","부산 남구","-"
"556","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202402","29","        24,000","-","3","개인","법인","2018","수영로 135","-","직거래","-","-"
"557","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","100.9500","202402","07","        82,000","-","7","개인","개인","2018","수영로 135","-","중개거래","부산 남구","-"
"558","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","100.9500","202402","26","        81,700","-","22","개인","개인","2018","수영로 135","-","중개거래","부산 남구","-"
"559","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","59.9600","202402","26","        49,000","-","3","개인","개인","2018","수영로 135","-","중개거래","부산 남구","-"
"560","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","59.9400","202402","05","        53,500","-","12","개인","개인","2018","수영로 135","-","중개거래","부산 남구","-"
"561","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9800","202402","07","        68,600","-","3","개인","개인","2018","수영로 135","-","중개거래","부산 남구","-"
"562","부산광역시 남구 대연동","1878","1878","0000","대연롯데캐슬레전드2단지","84.9800","202402","15","        47,000","-","13","개인","개인","2018","수영로 135","-","중개거래","울산 북구","-"
"563","부산광역시 남구 대연동","1893","1893","0000","대연파크푸르지오","74.9524","202402","13","        50,900","-","10","개인","개인","2018","홍곡로 360","-","중개거래","부산 남구","-"
"564","부산광역시 남구 대연동","1893","1893","0000","대연파크푸르지오","84.9866","202402","23","        51,500","-","17","개인","개인","2018","홍곡로 360","-","중개거래","부산 남구","-"
"565","부산광역시 남구 대연동","1903","1903","0000","대연SKVIEWHills","74.2987","202402","29","        68,500","-","10","개인","개인","2018","수영로 261","-","중개거래","부산 남구","-"
"566","부산광역시 남구 대연동","1903","1903","0000","대연SKVIEWHills","84.9984","202402","15","        77,000","-","6","개인","법인","2018","수영로 261","-","중개거래","부산 남구","-"
"567","부산광역시 남구 대연동","1903","1903","0000","대연SKVIEWHills","84.9984","202402","08","        60,000","-","21","개인","개인","2018","수영로 261","-","직거래","-","-"
"568","부산광역시 남구 대연동","1909","1909","0000","대연SKVIEWHills(2단지)","19.8197","202402","03","        12,350","-","14","개인","개인","2019","수영로 261","-","중개거래","부산 남구","-"
"569","부산광역시 남구 대연동","1912","1912","0000","대연자이","59.8922","202402","24","        57,500","-","11","개인","개인","2019","유엔로 246","-","중개거래","부산 남구","-"
"570","부산광역시 남구 대연동","1912","1912","0000","대연자이","50.9684","202402","24","        44,000","-","24","개인","개인","2019","유엔로 246","-","중개거래","부산 남구","-"
"571","부산광역시 남구 대연동","1912","1912","0000","대연자이","59.8922","202402","17","        54,500","-","3","개인","개인","2019","유엔로 246","-","중개거래","부산 남구","-"
"572","부산광역시 남구 대연동","1920","1920","0000","대연삼정그린코아더베스트","59.9842","202402","23","        40,500","-","27","개인","개인","2022","수영로325번길 159-30","-","중개거래","부산 남구","-"
"573","부산광역시 남구 용호동","176-30","0176","0030","엘지메트로시티1","84.9800","202402","07","        45,000","-","7","개인","개인","2001","분포로 111","-","중개거래","부산 남구","-"
"574","부산광역시 남구 용호동","176-30","0176","0030","엘지메트로시티1","102.5200","202402","03","        54,700","-","14","개인","개인","2001","분포로 111","-","중개거래","부산 남구","-"
"575","부산광역시 남구 용호동","176-30","0176","0030","엘지메트로시티1","119.2500","202402","17","        57,500","-","8","개인","개인","2001","분포로 111","-","중개거래","부산 남구","-"
"576","부산광역시 남구 용호동","176-30","0176","0030","엘지메트로시티1","85.0000","202402","23","        48,000","-","19","개인","개인","2001","분포로 111","-","중개거래","부산 남구","-"
"577","부산광역시 남구 용호동","176-30","0176","0030","엘지메트로시티1","144.4800","202402","01","        78,000","-","18","개인","개인","2001","분포로 111","-","중개거래","부산 남구","-"
"578","부산광역시 남구 용호동","176-30","0176","0030","엘지메트로시티2","84.9800","202402","15","        50,000","-","4","개인","개인","2002","분포로 111","-","중개거래","부산 남구","-"
"579","부산광역시 남구 용호동","176-30","0176","0030","엘지메트로시티5","84.8880","202402","07","        52,800","-","16","개인","개인","2004","분포로 113","-","중개거래","부산 남구","-"
"580","부산광역시 남구 용호동","176-30","0176","0030","엘지메트로시티5","84.8880","202402","05","        53,800","-","11","개인","개인","2004","분포로 113","-","중개거래","부산 남구","-"
"581","부산광역시 남구 용호동","176-30","0176","0030","엘지메트로시티4-1(201-214)","126.6380","202402","15","        61,000","-","13","개인","개인","2003","분포로 113","-","중개거래","부산 남구","-"
"582","부산광역시 남구 용호동","176-30","0176","0030","엘지메트로시티4-1(201-214)","85.0000","202402","08","        50,000","-","17","개인","개인","2003","분포로 113","-","중개거래","부산 남구","-"
"583","부산광역시 남구 용호동","176-30","0176","0030","엘지메트로시티4-1(201-214)","85.0000","202402","01","        49,000","-","22","개인","개인","2003","분포로 113","-","중개거래","부산 남구","-"
"584","부산광역시 남구 용호동","176-30","0176","0030","엘지메트로시티4-1(201-214)","84.8880","202402","03","        54,000","-","20","개인","개인","2003","분포로 113","-","중개거래","부산 남구","-"
"585","부산광역시 남구 용호동","176-30","0176","0030","엘지메트로시티4-2(230~238)","85.0000","202402","08","        50,500","-","14","개인","개인","2003","분포로 113","-","중개거래","부산 남구","-"
"586","부산광역시 남구 용호동","251-14","0251","0014","동원","81.3300","202402","03","        16,800","-","3","개인","개인","1991","동명로101번길 57-2","-","중개거래","부산 남구","-"
"587","부산광역시 남구 용호동","467","0467","0000","대광타워맨션","111.2400","202402","07","        24,700","-","24","개인","개인","1995","이기대공원로26번길 45-3","-","중개거래","부산 남구","-"
"588","부산광역시 남구 용호동","467","0467","0000","대광타워맨션","59.3400","202402","28","        12,000","-","8","개인","개인","1995","이기대공원로26번길 45-3","-","중개거래","부산 남구","-"
"589","부산광역시 남구 용호동","496-32","0496","0032","성도파인힐","84.4364","202402","08","        21,800","-","2","개인","개인","2008","동명로146번길 87","-","직거래","-","-"
"590","부산광역시 남구 용호동","522-2","0522","0002","동일타운","114.1000","202402","03","        27,000","-","12","개인","개인","1991","동명로170번길 93","-","중개거래","부산 남구","-"
"591","부산광역시 남구 용호동","563-1","0563","0001","오륙도 뜨란채","59.9400","202402","05","        18,500","-","3","개인","개인","2000","용호로269번길 29","-","직거래","-","-"
"592","부산광역시 남구 용호동","563-1","0563","0001","오륙도 뜨란채","84.7000","202402","05","        27,500","-","25","개인","개인","2000","용호로269번길 29","-","중개거래","부산 남구","-"
"593","부산광역시 남구 용호동","944","0944","0000","오륙도에스케이뷰","149.5497","202402","27","        65,000","-","21","개인","개인","2008","오륙도로 85","-","중개거래","부산 해운대구","-"
"594","부산광역시 남구 용호동","944","0944","0000","오륙도에스케이뷰","123.3070","202402","03","        58,000","-","16","개인","개인","2008","오륙도로 85","-","중개거래","부산 남구","-"
"595","부산광역시 남구 용호동","944","0944","0000","오륙도에스케이뷰","149.5497","202402","17","        66,500","-","27","개인","법인","2008","오륙도로 85","-","중개거래","부산 해운대구","-"
"596","부산광역시 남구 용호동","944","0944","0000","오륙도에스케이뷰","84.9636","202402","14","        54,000","-","15","개인","개인","2008","오륙도로 85","-","중개거래","부산 남구","-"
"597","부산광역시 남구 용호동","944","0944","0000","오륙도에스케이뷰","123.3070","202402","14","        56,500","-","8","개인","개인","2008","오륙도로 85","-","중개거래","부산 남구","-"
"598","부산광역시 남구 용호동","944","0944","0000","오륙도에스케이뷰","84.9636","202402","12","        48,000","-","14","개인","개인","2008","오륙도로 85","-","중개거래","부산 연제구","-"
"599","부산광역시 남구 용호동","954","0954","0000","더블유","165.4125","202402","13","       282,000","-","7","개인","개인","2018","분포로 145","-","중개거래","부산 남구","-"
